Municipality,Last Name,First Name,Affiliation
London,Armstrong-Harris,Maeve,Canadian International Metaphysical Ministry
London,Arriaza,Francisco Antonio,Ministers Network Canada
London,Arts,Deborah Teresa,Canadian International Metaphysical Ministry
London,Asfaw,Eshetu,The Pentecostal Assemblies of Canada Western Ontario District
London,Ashley,Joan Arlene,Presbyterian Church in Canada Presbytery Of London
London,Auma,Paul Okoth,Roman Catholic Diocese Of London
London,Badder,Morris Richard,Community Of Christ
London,Bae,Hyoun Ha Anthony,Roman Catholic Diocese Of London
London,Bahadur,Dave,Apostolic Church of Pentecost of Canada Inc
London,Bahadur,Dave V F,Church Triumph of Scarborough
London,Baillargeon,Paul,Roman Catholic Diocese Of London
London,Baker,Ron,Christian Reformed Church In North America
London,Baker,Sandra Mary,Spiritualist Church Of Canada
London,Baldeosingh,Susanne Ursula,Partners In Harvest (Canada)
London,Barnes,Ingrid Elizabeth,Christian Church / Church of Christ
London,Barnhart,Robert H,The General Assembly of the Church of God in Eastern Canada
London,Bartja,Bradley Scott,"Faith Bible Chapel, London"
London,Bartlett,Harold L,Churches Of Christ And Individually As Disciples Of Christ
London,Bates,Henry J,Community Of Christ
London,Baynham,G Craig,Brethren
London,Bayona,Nestor Alejandro,The Church of Jesus Christ of Latter-Day Saints
London,Beach,Kevin,Roman Catholic Archdiocese Of Ottawa-Cornwall
London,Beaumaster,Eugene,Eckankar Canada
London,Beaupre,Debra Marjorie Jean,Salvation Army
London,Bechard,Michael Douglas,Roman Catholic Diocese Of London
London,Beedle,John William,The Anglican Church of Canada Diocese of Huron
London,Bell,Eric John,Brethren
London,Bell,Moira,Abba Ministries Of Canada
London,Bellamy,Mark William,Antler River Watershed Regional Council - United Church
London,Bennett,Robert F,The Anglican Church of Canada Diocese of Huron
London,Beorchia,Pio Angelo,Roman Catholic Diocese Of London
London,Bindseil,Geron A,The Spiritual Assembly of the Baha'is of London
London,Birt,Earle A,Salvation Army
London,Black,Owen Joshua,London North Park Community Church
London,Black,Robert Cameron,Evangelical Church Alliance
London,Blackwood,James O,Brethren
London,Blair,Gwendolyn Marie,Apostolic Church of Pentecost of Canada Inc
London,Blair,Leslee Lynn,Celebrating Life Ministries
London,Blonde,Gregory Montreuil,Roman Catholic Diocese Of London
London,Bolger,Martin E,Community Of Christ
London,Bombardier,Daniel,Roman Catholic Diocese Of London
London,Bonilla,Andres,Eagle Worldwide Ministries
London,Bonnema,Tom,The Anglican Church of Canada Diocese of Huron
London,Boswell,James Kinnear,Brethren
London,Both,Jared Peter,The Evangelical Christian Church In Canada
London,Bourdeau,Christopher John,Roman Catholic Diocese Of London
London,Bowles,Ronald J,Salvation Army
London,Boyd,Beryl Christina,Antler River Watershed Regional Council - United Church
London,Boyes,Cheryl,The Pentecostal Assemblies of Canada Western Ontario District
London,Boyes,Rick R,The Pentecostal Assemblies of Canada Western Ontario District
London,Brawn,Gregory Robert,Antler River Watershed Regional Council - United Church
London,Breau,Dorothy Katherine,Canadian International Metaphysical Ministry
London,Brennan,Ian Alexander,Roman Catholic Diocese Of London
London,Brewer,Chipman Allison,United Pentecostal Church International Ontario District
London,Brightwell,Sylvia J,The Anglican Church of Canada Diocese of Huron
London,Broadfoot,James R,The Anglican Church of Canada Diocese of Huron
London,Brooks,Norman Gerrard,Churches Of Christ And Individually As Disciples Of Christ
London,Brown,Charlotte,Presbyterian Church in Canada Presbytery Of London
London,Browning,Carol Elizabeth,Christian Church / Church of Christ
London,Browning,Paul Mark,Antler River Watershed Regional Council - United Church
London,Browning,Susan Lynne,Antler River Watershed Regional Council - United Church
London,Bryan,Bruce Wallace Robert,Brethren
London,Bryan,Gerald William,The Community Catholic Church of Canada
London,Buchanan,Graham,The Christian and Missionary Alliance Central Canada District
London,Buciora,Jaroslaw D,Ukrainian Orthodox Church Of Canada
London,Burchill-Pegg,Heather,The Community Catholic Church of Canada
London,Burdock,Ron William,London North Park Community Church
London,Burrows,Carol,London Spiritualist Church
London,Byelis,John,Ministers Network Canada
London,Byne,Harold,Churches Of Christ And Individually As Disciples Of Christ
London,Byrne,Patrick,The Anglican Church of Canada Diocese of Huron
London,Byrnes,William Victor,Community Of Christ
London,Cabana,Michael Jean-Paul,The Gospel Crusade Inc
London,Cabral,Nelson Manuel,Roman Catholic Diocese Of London
London,Cameron,Susan Heather,Antler River Watershed Regional Council - United Church
London,Campbell,Alan Andrew,Apostolic Church of Pentecost of Canada Inc
London,Campbell,Joseph,The Pentecostal Assemblies of Canada Western Ontario District
London,Canavan,Doreen Ann,Antler River Watershed Regional Council - United Church
London,Canning,Barry,London North Park Community Church
London,Carrothers,David Richard,Antler River Watershed Regional Council - United Church
London,Cartwright,Jeffrey Allan Randall,The Church of Jesus Christ of Latter-Day Saints
London,Cassidy,Deane Gordon,Presbyterian Church in Canada Presbytery Of London
London,Castanier,Mark Kenneth,Roman Catholic Diocese Of London
London,Castillo,Oscar Danilo,Lutheran Church - Canada
London,Chahbar,Ali,London Muslim Mosque
London,Chandy Varghese,Vimson,Canadian Christian Ministers Federation Inc.
London,Chapman,Donna L,Baptist - Ontario & Quebec
London,Chapman,Edward A,The Anglican Church of Canada Diocese of Huron
London,Charrette,Richard Dennis,Roman Catholic Diocese Of London
London,Chen,Jung-Hua,Ottawa River Of Life Christian Church
London,Chotai,Neil,Fellowship Of Evangelical Baptist Churches
London,Chou,Hsiaoyu,Fellowship Of Evangelical Baptist Churches
London,Chovaz,Albert E,The Anglican Church of Canada Diocese of Huron
London,Chudy,Waclaw Franciszek,Roman Catholic Diocese Of London
London,Clark,Catharine Mary,Jewish - Conservative Council
London,Clark,David Austen Robert,Presbyterian Church in Canada Presbytery Of London
London,Clarke,Barry B,The Anglican Church of Canada Diocese of Huron
London,Collins,Adrian B,The Free Methodist Church In Canada
London,Connor,Timothy G,The Anglican Church of Canada Diocese of Huron
London,Cookson,Michael Andrew,Roman Catholic Diocese Of London
London,Corpuz,Raymundo M,The Pentecostal Assemblies of Canada Western Ontario District
London,Corrigan,Teresa Kathleen,The Anglican Church of Canada Diocese of Huron
London,Cottrill,David,London North Park Community Church
London,Courey,David John,The Pentecostal Assemblies of Canada Western Ontario District
London,Cox,John William,Baptist
London,Crawford,Kate Pearson,Antler River Watershed Regional Council - United Church
London,Crick-Butler,Tracy Lynne,Antler River Watershed Regional Council - United Church
London,Crittenden,Jeffrey Paul,Antler River Watershed Regional Council - United Church
London,Cullen-Baron,Pamela Gayle,Baptist - Ontario & Quebec
London,Currie,Mavis Arlene,Presbyterian Church in Canada Presbytery Of London
London,Cuthbert,Mark Phillip,Fellowship Of Evangelical Baptist Churches
London,Dabrowski,Joseph A,Roman Catholic Diocese Of London
London,Dance,Terrance A,The Anglican Church of Canada Diocese of Huron
London,Dawson,Wilbert Wesley,Antler River Watershed Regional Council - United Church
London,De Caluwe,Katherine,Community Of Christ
London,De Smit,David,The Christian and Missionary Alliance Central Canada District
London,Dekay,Michael Eldon,The Anglican Church of Canada Diocese of Huron
London,Dela Cruz,Enrique,Canadian Convention of Southern Baptist
London,Dhukai,Hussein,Islamic
London,Dillon,Mary Catharine,Antler River Watershed Regional Council - United Church
London,Dixon,Kevin,The Anglican Church of Canada Diocese of Huron
London,Do,Dong,The Christian and Missionary Alliance Central Canada District
London,Donovan Panchaud,James Andrew,Roman Catholic Diocese Of London
London,Doobay,Dwejendra,Hinduism
London,Dow,Andrew Jason,The Gospel Crusade Inc
London,Down,Michelle Patricia,Antler River Watershed Regional Council - United Church
London,Doyle,Frances Jean,The Anglican Church of Canada Diocese of Huron
London,Dozeman,Steven,Christian Reformed Church In North America
London,Drappel,Matthew,Ontario Humanist Society
London,Dressler,Debra Stahlberg,Jewish - Reform
London,Drossos,Elias,Greek Orthodox Archdiocese of Canada
London,Dryburgh,Robert,Brethren
London,Ducharme,Gary Gerard Joseph,Roman Catholic Diocese Of London
London,Durka,William Z,Jehovah's Witnesses
London,Dwyer,Maureen L,Abba Ministries Of Canada
London,Eckert,Matthew,London North Park Community Church
London,Eizenga,Michael A,Brethren
London,El-Kassem,Munir,The Toronto and Region Islamic Congregation
London,Ellaham,Nicolas,Antiochian Orthodox Christian Archdiocese Of North America
London,Ellyatt,David Charles,Independent Assemblies Of God International
London,Elver,Melissa Joy,The Sanctuary Family Centre
London,Enonbun,Kizito Imienigamp,Independent Assemblies Of God International
London,Estabrook,Paul Merle Frederick,The Association for Education and Evangelism
London,Evans,Margaret,The Wesleyan Church of Canada Central Canada District
London,Exley,David Scott,Shining Waters Regional Council - United Church
London,Eyre,Douglas Howard,Spiritualist Church Of Canada
London,Fabbro,Ronald Peter,Roman Catholic Diocese Of London
London,Fairfield,J Elton,Brethren
London,Farrow,Mark Stephen,Fellowship Of Evangelical Baptist Churches
London,Fast,Brian M,Baptist
London,Fazakas-Lewis,Julia  ,The Community Catholic Church of Canada
London,Felder,James William,Celebrating Life Ministries
London,Ferguson,Erica Catherine,The Community Catholic Church of Canada
London,Ferrier,Ruth Margaret,The Anglican Church Of Canada Diocese Of Algoma
London,Fess,Andrew,The Pentecostal Assemblies of Canada Western Ontario District
London,Fess,Garry Bruce,The Pentecostal Assemblies of Canada Western Ontario District
London,Files,Leslie Robert,Presbyterian Church in Canada Presbytery Of London
London,Fisher,Evelyn,The Anglican Church of Canada Diocese of Huron
London,Fisher,Richard L,Baptist
London,Fletcher,Robert William,Southdale Bible Chapel
London,Fletcher,Walter R,The Anglican Church of Canada Diocese of Huron
London,Flonders,Wayne,The Gospel Crusade Inc
London,Forden,Angrade Lancaster,Gilgal Christian Community
London,Foxwell,Peter M,Baptist
London,Freitas,Rosalynn,Bancroft Centre For Awakening Spiritual Growth
London,Friesen,Marvin John,Mennonite Church Eastern Canada
London,Friesen Waldner,David Clinton,Mennonite Church Eastern Canada
London,Fromm,Tyler David,Ministers Network Canada
London,Fullerton,Andrew,Presbyterian Church in Canada Presbytery Of London
London,Furlonger,David Paul,Roman Catholic Diocese Of London
London,Furseth,Paul M,Brethren
London,Gabo,Lysel,Foursquare Gospel Church of Canada
London,Gabriel,Adam,Roman Catholic Diocese Of London
London,Gambling,William W,The Anglican Church Of Canada
London,Gardiner,Alice,Baptist - Ontario & Quebec
London,Garey,James R,Evangelical Lutheran Church In Canada Eastern Synod
London,Geddes,Francesca Giovanna,The Community Catholic Church of Canada
London,George,Elder Ewart,Churches Of Christ And Individually As Disciples Of Christ
London,George,Kevin Troy,The Anglican Church of Canada Diocese of Huron
London,Gillard,Brian Roy,The Anglican Church of Canada Diocese of Huron
London,Gilmore,Sandra,Celebrating Life Ministries
London,Gingrich,Virgil Lyle,Evangelical Missionary Church Canada East District
London,Glaab,Mark Steven,Apostolic Church of Pentecost of Canada Inc
London,Gohm,Katherine Maria,Evangelical Lutheran Church In Canada Eastern Synod
London,Gordon,Mike,The Association for Education and Evangelism
London,Graham,William Victor,The Anglican Church of Canada Diocese of Huron
London,Gray,David,Brethren
London,Green,William H,Baptist
London,Greer,Jerrold Lea,Community Of Christ
London,Grigg,Timothy Albert,Brethren
London,Guerra-Ali,Marilyn B,Lighthouse Churches of God in Christ of Canada Inc
London,Guimaraes,Porfirio Rodrigues Pinto,Roman Catholic Diocese Of London
London,Gulikers,Leonardus Josef Maria,Roman Catholic Diocese Of London
London,Gurkow,Eliezer,Jewish - Orthodox Council
London,Guthrie,Arthur B,Salvation Army
London,Gutierrez,Nelson A,The Pentecostal Assemblies of Canada Western Ontario District
London,Gwalchmai,David B,Christadelphian
London,Ha,John Dang Thuc Nguyen,Roman Catholic Diocese Of Hamilton
London,Hagan,Mary Frances,Abba Ministries Of Canada
London,Haggerty,Marian Jean,The Anglican Church of Canada Diocese of Huron
London,Haidar,Mahmoud,Almehdi Almuntathar Union
London,Haig,Georgina D,The Anglican Church of Canada Diocese of Huron
London,Haig,Stephen M,The Anglican Church of Canada Diocese of Huron
London,Hall,Doris,Eckankar Canada
London,Hall,Jodi C,Canadian International Metaphysical Ministry
London,Hammoud,Jamal,
London,Haq,Patricia M,London North Park Community Church
London,Hardy,Ernest Craig McKeown,Celebrating Life Ministries
London,Hardy,Joseph Francis,Roman Catholic Diocese Of London
London,Harmon,Heather K,Partners In Harvest (Canada)
London,Harrett,Ruth A,Celebrating Life Ministries
London,Hartley,Martyn Richard,Fellowship Of Evangelical Baptist Churches
London,Hartman,Robert Louis,Roman Catholic Diocese Of London
London,Hassan,Ala,
London,Hassan,Hanny A,Islamic Centre Of Southwest Ontario
London,Hathaway,Kathryn Leslie,The Anglican Church of Canada Diocese of Huron
London,Hawley,Stirling,Jehovah's Witnesses
London,Hayden,Roxzena Rose Anne,Salvation Army
London,Heffren,Jason,Christian Ministers' Association
London,Helgeton,K Ross,Baptist
London,Henderson,Charles Richard Wallace,The Anglican Church Of Canada
London,Henderson,Robert,The Anglican Church of Canada Diocese of Huron
London,Henry,Stephen,The Apostolic Church in Canada
London,Heron,Allen,Baptist
London,Heykoop,Michael Cornelis Willem,Living Church of God
London,Hibbert,Valerie Petruna,Evangelical Church Alliance Ministerial Fellowship Of Canada
London,Hickey,Edward,Calvary Fellowship of Ottawa
London,Hilder,Herbert Edwin,Presbyterian Church in Canada Presbytery Of London
London,Hiley,Arthur Gordon James,Antler River Watershed Regional Council - United Church
London,Hiscock,Thomas Dorr,Antler River Watershed Regional Council - United Church
London,Hodgins,Susanne Cecelia,Clergy Support Memorial Church
London,Hodgins,Valarie,Antler River Watershed Regional Council - United Church
London,Hollywood,Mark F,Fellowship Of Evangelical Baptist Churches
London,Holt,Geoffrey Robert,Church Of The Nazarene Canada Central District
London,Honsinger,Brenda L,Clergy Support Memorial Church
London,Hopkins,Jeffrey Robert,Anchor Ministerial Fellowship
London,Hough,June E,The Anglican Church of Canada Diocese of Huron
London,Howard-Smith,Frederick Paul,Roman Catholic Diocese Of London
London,Hughes,Leonard John,Roman Catholic Diocese Of London
London,Humphries,Ronald A,Baptist - Ontario & Quebec
London,Hutchinson-Hounsell,Lyndon Ross,The Anglican Church of Canada Diocese of Huron
London,Huyzen,Mary,Ministers Network Canada
London,Ingleby,Beatrice Helen,Salvation Army
London,Innes,William Allen,The Pentecostal Assemblies of Canada Western Ontario District
London,Ireland,Larry Vern,Independent Assemblies Of God International
London,Ironside,Erin,The Community Catholic Church of Canada
London,Irvine,Donald Fredrick,The Anglican Church of Canada Diocese of Huron
London,Irwin,Norman B,Brethren
London,Ismail,Hermis M,Holy Apostolic Catholic Assyrian Church Of The East
London,Jaikaran,Anne,The Anglican Church of Canada Diocese of Huron
London,James,Paul Edward,Roman Catholic Diocese Of London
London,Jang,Sung Hwan,Presbyterian Church in Canada Presbytery Of Eastern Han-Ca
London,Jariga,Michael,Baptist
London,Jayaraman,Panchanatha,Association of Faith Churches and Ministers
London,Jayaraman,Sarah,Association of Faith Churches and Ministers
London,Jenkins,Clive,Canadian Christian Ministers Federation Inc.
London,Jennings,Paul W,Canadian International Metaphysical Ministry
London,Ji,Geunwoo,Korean American Presbyterian Church
London,Johnson,Olga R,Fire Baptized Holiness Church Of God Of The Americas
London,Jones,Baddrie,The Fellowship Of Christian Assemblies
